student_id,school_id
0,8
1,3
2,9
3,0
4,6
5,1
6,7
7,6
8,5
9,5
10,8
11,9
12,4
13,6
14,1
15,2
16,8
17,4
18,7
19,9
20,4
21,2
22,4
23,7
24,1
25,7
26,8
27,6
28,3
29,9
30,0
31,5
32,3
33,2
34,3
35,6
36,5
37,2
38,8
39,8
40,2
41,4
42,6
43,3
44,2
45,7
46,1
47,8
48,3
49,6
50,7
51,1
52,4
53,1
54,3
55,3
56,5
57,1
58,4
59,2
60,9
61,6
62,1
63,6
64,0
65,7
66,4
67,7
68,1
69,8
70,2
71,9
72,0
73,2
74,5
75,7
76,9
77,1
78,8
79,5
80,4
81,0
82,9
83,9
84,0
85,0
86,5
87,6
88,5
89,8
90,9
91,3
92,4
93,0
94,2
95,0
96,7
97,5
98,3
99,0
